Siparis_ID,Urun_Tipi,Siparis_Adedi,Hedef_Gramaj_g,Geri_Donusumlu_Kagit_Orani,Hammadde_Nem_Orani,Firin_Hizi_m_dk,Firin_Sicakligi_C,Dogalgaz_Tuketimi_m3,Elektrik_Tuketimi_kWh
S-14122,Standart Yumurta Viyolu,25456,52,0.94,0.126,39.61,191.4,182.44,729.04
S-14123,Premium Meyve Viyolu,16747,79,0.85,0.063,26.56,190.9,435.48,525.03
S-14124,Oluklu Mukavva Kutu,12954,207,0.96,0.052,31.98,182.2,453.2,576.22
S-14125,Oluklu Mukavva Kutu,42949,249,0.92,0.131,29.23,231.6,1095.43,729.45
S-14126,Oluklu Mukavva Kutu,18906,190,0.74,0.13,21.86,189.3,1416.99,509.23
S-14127,Oluklu Mukavva Kutu,19801,286,0.71,0.061,15.01,221.8,2687.02,434.02
S-14128,Premium Meyve Viyolu,77863,89,0.77,0.131,30.05,221.9,660.22,975.61
S-14129,Oluklu Mukavva Kutu,62326,164,0.99,0.107,18.93,204.4,654.59,732.61
S-14130,Standart Yumurta Viyolu,86385,52,0.98,0.138,20.97,201.1,292.69,957.76
S-14131,Oluklu Mukavva Kutu,95620,157,0.88,0.12,34.62,222.4,751.79,1141.34
S-14132,Standart Yumurta Viyolu,54308,51,0.71,0.079,16.46,219.1,754.49,672.35
S-14133,Oluklu Mukavva Kutu,36281,235,0.91,0.136,34.83,181.8,738.39,794.44
S-14134,Standart Yumurta Viyolu,28256,48,0.81,0.083,29.39,232.0,380.14,649.43
S-14135,Oluklu Mukavva Kutu,96944,165,0.96,0.053,42.33,198.3,307.87,1259.34
S-14136,Premium Meyve Viyolu,74691,62,0.97,0.125,42.72,221.0,203.19,1076.01
S-14137,Standart Yumurta Viyolu,55330,46,0.85,0.111,42.79,203.0,243.69,971.49
S-14138,Endüstriyel Ambalaj Viyolu,88400,127,0.79,0.083,15.81,238.3,1638.27,847.6
S-14139,Standart Yumurta Viyolu,82276,52,0.73,0.099,28.28,193.0,400.26,966.65
S-14140,Premium Meyve Viyolu,45456,83,0.86,0.117,36.75,225.3,449.94,841.4
S-14141,Standart Yumurta Viyolu,23639,45,0.93,0.14,33.07,183.1,199.96,665.9
S-14142,Endüstriyel Ambalaj Viyolu,76532,94,0.92,0.056,20.57,205.0,451.18,831.83
S-14143,Oluklu Mukavva Kutu,66559,272,0.84,0.121,26.08,212.9,1417.74,818.7
S-14144,Oluklu Mukavva Kutu,39852,155,0.88,0.099,36.69,213.6,600.69,864.05
S-14145,Standart Yumurta Viyolu,13454,48,0.85,0.117,21.64,203.2,431.51,468.66
S-14146,Endüstriyel Ambalaj Viyolu,99383,123,0.83,0.11,44.02,232.6,569.5,1200.3
S-14147,Standart Yumurta Viyolu,82416,52,0.72,0.074,38.25,187.4,298.32,1140.97
S-14148,Standart Yumurta Viyolu,60741,51,0.96,0.125,18.62,211.0,345.01,722.11
S-14149,Premium Meyve Viyolu,66324,82,0.95,0.096,16.81,196.5,537.75,744.7
S-14150,Endüstriyel Ambalaj Viyolu,82029,88,0.89,0.106,30.2,219.0,491.74,1079.73
S-14151,Standart Yumurta Viyolu,67403,46,0.98,0.148,44.86,220.2,158.81,1126.23
S-14152,Oluklu Mukavva Kutu,56109,199,0.96,0.141,42.12,229.9,552.7,977.84
S-14153,Oluklu Mukavva Kutu,67216,164,0.8,0.127,21.99,208.7,1427.02,862.25
S-14154,Premium Meyve Viyolu,40413,62,0.98,0.116,38.59,214.9,198.85,870.54
S-14155,Standart Yumurta Viyolu,39769,51,0.76,0.143,35.8,220.3,372.84,788.73
S-14156,Standart Yumurta Viyolu,11952,48,0.87,0.062,28.64,207.3,309.43,554.74
S-14157,Standart Yumurta Viyolu,20041,45,0.99,0.115,41.51,213.4,135.13,753.97
S-14158,Premium Meyve Viyolu,67482,65,0.74,0.108,26.87,227.9,672.88,885.12
S-14159,Oluklu Mukavva Kutu,15730,230,0.99,0.065,26.84,219.9,591.06,524.61
S-14160,Oluklu Mukavva Kutu,88959,212,0.94,0.148,38.21,211.4,731.54,1049.87
S-14161,Oluklu Mukavva Kutu,27002,251,0.84,0.1,21.1,234.2,1867.09,573.26
S-14162,Endüstriyel Ambalaj Viyolu,96190,87,0.98,0.078,17.43,229.6,522.06,924.45
S-14163,Standart Yumurta Viyolu,20011,49,0.78,0.142,28.54,233.9,493.51,556.15
S-14164,Premium Meyve Viyolu,74871,82,0.98,0.07,32.36,203.3,234.64,1008.46
S-14165,Oluklu Mukavva Kutu,38873,263,0.83,0.12,27.21,183.5,1199.89,751.99
S-14166,Oluklu Mukavva Kutu,58094,291,0.7,0.111,42.6,186.7,1191.35,1033.86
S-14167,Oluklu Mukavva Kutu,95674,212,0.72,0.052,28.93,227.5,1277.47,1075.91
S-14168,Oluklu Mukavva Kutu,51793,288,0.9,0.083,30.47,237.9,1164.5,772.75
S-14169,Standart Yumurta Viyolu,17077,50,0.89,0.064,16.31,180.8,374.17,423.0
S-14170,Endüstriyel Ambalaj Viyolu,91509,111,0.94,0.15,16.84,206.0,808.47,857.75
S-14171,Oluklu Mukavva Kutu,20282,202,0.98,0.09,29.89,194.7,520.0,586.35
S-14172,Premium Meyve Viyolu,78287,67,1.0,0.064,27.72,226.8,230.82,955.3
S-14173,Oluklu Mukavva Kutu,82478,203,0.75,0.141,20.41,182.4,1446.28,937.38
S-14174,Standart Yumurta Viyolu,58809,47,0.82,0.062,37.45,216.1,243.98,934.66
S-14175,Standart Yumurta Viyolu,40815,52,0.88,0.128,24.37,181.6,358.08,649.24
S-14176,Endüstriyel Ambalaj Viyolu,24973,81,1.0,0.051,24.18,183.7,215.13,534.14
S-14177,Endüstriyel Ambalaj Viyolu,14424,97,0.98,0.058,38.31,203.7,226.08,710.5
S-14178,Oluklu Mukavva Kutu,87101,248,0.71,0.145,17.48,215.9,2988.41,903.53
S-14179,Oluklu Mukavva Kutu,21074,165,1.0,0.122,23.35,222.0,650.44,560.15
S-14180,Oluklu Mukavva Kutu,89920,248,0.96,0.059,18.25,218.4,1078.63,946.06
S-14181,Endüstriyel Ambalaj Viyolu,12470,104,0.99,0.144,42.09,234.6,316.85,723.11
S-14182,Endüstriyel Ambalaj Viyolu,68198,82,0.79,0.129,29.65,188.5,526.71,947.98
S-14183,Premium Meyve Viyolu,36965,72,0.91,0.079,30.0,229.0,381.8,698.16
S-14184,Premium Meyve Viyolu,96497,73,0.97,0.145,21.96,188.6,402.47,1007.84
S-14185,Standart Yumurta Viyolu,96560,49,0.87,0.069,29.61,235.3,351.85,1137.26
S-14186,Standart Yumurta Viyolu,80981,50,0.8,0.069,22.67,212.0,451.23,853.7
S-14187,Standart Yumurta Viyolu,89788,50,0.91,0.123,19.94,225.0,470.25,923.54
S-14188,Oluklu Mukavva Kutu,87458,205,0.82,0.065,16.33,189.6,1467.8,885.99
S-14189,Standart Yumurta Viyolu,54688,54,0.89,0.123,23.48,215.3,426.21,724.99
S-14190,Endüstriyel Ambalaj Viyolu,66039,130,0.71,0.072,17.25,203.3,1293.94,788.35
S-14191,Standart Yumurta Viyolu,24314,53,0.95,0.116,30.29,194.2,245.24,680.17
S-14192,Endüstriyel Ambalaj Viyolu,98862,98,0.83,0.074,27.92,232.4,616.68,1029.59
S-14193,Endüstriyel Ambalaj Viyolu,65552,116,0.71,0.144,24.88,204.2,1081.86,874.93
S-14194,Oluklu Mukavva Kutu,31305,247,0.87,0.068,29.96,235.1,998.91,693.55
S-14195,Endüstriyel Ambalaj Viyolu,41224,88,0.71,0.084,32.18,182.6,525.82,848.14
S-14196,Standart Yumurta Viyolu,46791,55,0.94,0.053,38.43,211.3,187.94,881.78
S-14197,Oluklu Mukavva Kutu,21211,213,0.75,0.104,24.63,211.6,1433.37,555.86
S-14198,Oluklu Mukavva Kutu,54241,296,0.9,0.113,38.08,185.4,827.36,880.09
S-14199,Endüstriyel Ambalaj Viyolu,15060,119,0.74,0.118,16.77,200.1,1385.31,428.36
S-14200,Oluklu Mukavva Kutu,57408,218,0.89,0.137,36.28,211.2,780.55,991.49
S-14201,Oluklu Mukavva Kutu,95594,153,0.97,0.08,15.28,191.8,755.36,898.73
S-14202,Standart Yumurta Viyolu,50225,54,0.95,0.115,20.07,227.3,488.58,720.25
S-14203,Oluklu Mukavva Kutu,44670,195,0.81,0.136,24.55,185.6,1227.74,677.02
S-14204,Endüstriyel Ambalaj Viyolu,70650,81,0.9,0.069,18.35,219.7,583.48,845.4
S-14205,Endüstriyel Ambalaj Viyolu,11162,109,0.95,0.148,21.17,214.6,637.62,440.14
S-14206,Standart Yumurta Viyolu,57018,52,0.93,0.131,18.33,182.5,403.68,668.22
S-14207,Premium Meyve Viyolu,63557,61,0.94,0.105,32.42,228.0,335.55,944.63
S-14208,Standart Yumurta Viyolu,46234,54,0.85,0.138,22.07,195.8,480.81,679.56
S-14209,Oluklu Mukavva Kutu,18394,262,0.82,0.085,44.44,235.6,942.65,795.32
S-14210,Premium Meyve Viyolu,43817,84,0.7,0.089,30.28,186.5,590.11,772.95
S-14211,Oluklu Mukavva Kutu,44018,276,0.81,0.085,25.16,235.4,1692.0,690.68
S-14212,Premium Meyve Viyolu,39808,80,0.78,0.139,17.88,204.7,1003.42,588.06
S-14213,Premium Meyve Viyolu,29254,87,0.76,0.114,19.03,237.2,1215.64,566.03
S-14214,Standart Yumurta Viyolu,40496,46,0.83,0.084,21.38,216.2,437.96,650.7
S-14215,Standart Yumurta Viyolu,34150,55,0.96,0.065,43.08,201.0,143.78,781.83
S-14216,Endüstriyel Ambalaj Viyolu,86007,100,0.92,0.122,29.39,211.4,512.04,950.48
S-14217,Standart Yumurta Viyolu,82536,48,0.87,0.121,36.51,194.1,241.22,1107.76
S-14218,Standart Yumurta Viyolu,43954,49,0.92,0.103,28.12,221.4,317.06,753.69
S-14219,Standart Yumurta Viyolu,98917,50,0.81,0.076,30.56,217.3,367.11,1120.1
S-14220,Standart Yumurta Viyolu,88719,48,0.86,0.054,21.69,207.0,340.21,984.05
S-14221,Oluklu Mukavva Kutu,24308,169,0.99,0.082,30.97,181.1,369.09,657.78
S-14222,Endüstriyel Ambalaj Viyolu,24835,112,0.76,0.143,24.48,221.5,1105.17,592.56
S-14223,Standart Yumurta Viyolu,41061,48,0.98,0.136,44.84,191.0,141.65,872.7
S-14224,Oluklu Mukavva Kutu,84758,245,0.92,0.103,17.22,230.5,1634.95,894.54
S-14225,Endüstriyel Ambalaj Viyolu,19357,121,0.77,0.052,22.12,222.0,1019.83,521.48
S-14226,Endüstriyel Ambalaj Viyolu,47104,89,0.78,0.107,36.46,230.3,623.66,852.94
S-14227,Standart Yumurta Viyolu,52800,54,0.79,0.071,20.62,201.5,527.12,748.38
S-14228,Oluklu Mukavva Kutu,53907,254,0.72,0.079,32.09,199.1,1324.07,833.67
S-14229,Oluklu Mukavva Kutu,71693,225,0.7,0.078,19.27,187.7,1685.43,831.44
S-14230,Standart Yumurta Viyolu,31012,50,0.86,0.123,16.42,194.5,549.62,522.34
S-14231,Standart Yumurta Viyolu,48125,47,0.81,0.087,37.71,197.7,250.97,866.58
S-14232,Standart Yumurta Viyolu,23924,54,0.82,0.055,29.36,224.4,349.77,628.46
S-14233,Premium Meyve Viyolu,51039,76,0.83,0.121,16.74,183.6,690.37,639.55
S-14234,Oluklu Mukavva Kutu,38163,246,0.98,0.108,23.62,222.3,865.53,643.08
S-14235,Standart Yumurta Viyolu,96122,47,0.77,0.114,16.56,196.4,605.95,921.14
S-14236,Endüstriyel Ambalaj Viyolu,95093,85,0.9,0.133,36.48,218.7,408.0,1120.02
S-14237,Standart Yumurta Viyolu,39436,54,0.81,0.092,21.19,189.0,475.8,631.04
S-14238,Endüstriyel Ambalaj Viyolu,80643,126,0.82,0.054,36.19,197.5,467.73,1029.28
S-14239,Standart Yumurta Viyolu,79174,45,0.92,0.132,32.64,199.3,227.5,1010.95
S-14240,Endüstriyel Ambalaj Viyolu,96402,113,0.98,0.114,15.81,219.7,746.21,934.47
S-14241,Endüstriyel Ambalaj Viyolu,51541,97,0.95,0.067,36.6,209.1,300.88,861.19
S-14242,Premium Meyve Viyolu,85398,69,0.86,0.053,34.4,218.1,322.91,1047.26
S-14243,Premium Meyve Viyolu,53081,67,0.88,0.064,40.58,181.6,243.66,972.51
S-14244,Oluklu Mukavva Kutu,40263,266,0.82,0.079,39.28,184.1,765.68,825.02
S-14245,Oluklu Mukavva Kutu,25127,211,0.95,0.066,38.41,220.5,546.49,686.07
S-14246,Endüstriyel Ambalaj Viyolu,63729,103,0.83,0.063,42.22,214.2,405.24,1042.99
S-14247,Standart Yumurta Viyolu,56135,53,0.72,0.071,19.36,229.8,691.88,749.5
S-14248,Standart Yumurta Viyolu,57486,55,0.73,0.064,39.41,235.8,368.72,965.41
S-14249,Endüstriyel Ambalaj Viyolu,89327,94,0.95,0.099,34.26,204.7,307.14,1082.65
S-14250,Endüstriyel Ambalaj Viyolu,64899,94,0.93,0.12,25.82,199.3,478.41,931.55
S-14251,Premium Meyve Viyolu,80466,67,0.83,0.133,30.12,203.1,467.25,989.09
S-14252,Endüstriyel Ambalaj Viyolu,98356,117,0.87,0.059,34.47,205.5,485.8,1203.82
S-14253,Premium Meyve Viyolu,89370,68,0.72,0.106,37.66,209.8,475.17,1162.22
S-14254,Oluklu Mukavva Kutu,54770,230,0.76,0.06,35.72,229.4,1091.49,940.13
S-14255,Standart Yumurta Viyolu,20683,51,0.95,0.12,17.62,225.7,435.98,453.44
S-14256,Endüstriyel Ambalaj Viyolu,76194,89,0.82,0.081,24.65,190.2,596.61,905.32
S-14257,Endüstriyel Ambalaj Viyolu,92920,129,0.96,0.132,27.49,223.8,580.96,1049.38
S-14258,Premium Meyve Viyolu,33581,88,0.9,0.115,39.05,217.0,380.38,801.31
S-14259,Endüstriyel Ambalaj Viyolu,12033,90,0.89,0.131,38.22,197.9,373.99,648.16
S-14260,Standart Yumurta Viyolu,64870,49,0.84,0.141,41.16,223.1,293.78,1051.52
S-14261,Endüstriyel Ambalaj Viyolu,23237,88,0.94,0.141,25.62,222.4,535.74,559.29
S-14262,Standart Yumurta Viyolu,66547,45,0.71,0.065,36.3,222.7,326.33,1075.49
S-14263,Premium Meyve Viyolu,19570,64,0.9,0.127,43.99,233.3,310.64,805.59
S-14264,Endüstriyel Ambalaj Viyolu,65359,102,0.87,0.062,19.97,229.2,784.51,823.12
S-14265,Premium Meyve Viyolu,62732,82,0.83,0.053,24.82,205.2,524.46,824.75
S-14266,Premium Meyve Viyolu,48455,63,0.73,0.102,26.04,239.4,676.14,780.22
S-14267,Oluklu Mukavva Kutu,54124,177,1.0,0.101,20.01,213.4,693.58,676.18
S-14268,Standart Yumurta Viyolu,19666,50,0.98,0.129,23.19,197.8,255.59,518.69
S-14269,Endüstriyel Ambalaj Viyolu,63592,120,0.73,0.1,36.25,225.1,751.99,949.82
S-14270,Endüstriyel Ambalaj Viyolu,67106,98,0.79,0.06,25.87,198.0,621.79,877.09
S-14271,Endüstriyel Ambalaj Viyolu,27643,126,0.84,0.125,19.38,233.7,1216.02,523.56
S-14272,Premium Meyve Viyolu,87274,89,0.73,0.081,31.57,239.3,679.57,1119.48
S-14273,Standart Yumurta Viyolu,29956,45,0.87,0.112,39.68,224.2,277.77,814.93
S-14274,Oluklu Mukavva Kutu,98330,266,0.92,0.063,21.01,221.3,1210.78,1055.78
S-14275,Endüstriyel Ambalaj Viyolu,52000,108,0.99,0.072,27.5,202.7,318.97,799.15
S-14276,Premium Meyve Viyolu,76672,83,0.84,0.069,30.64,231.4,524.66,962.69
S-14277,Oluklu Mukavva Kutu,22700,209,0.97,0.057,37.69,195.3,415.68,685.69
S-14278,Oluklu Mukavva Kutu,74656,237,0.91,0.089,16.18,234.5,1641.37,829.3
S-14279,Standart Yumurta Viyolu,83941,53,0.85,0.053,25.18,211.4,328.2,971.12
S-14280,Endüstriyel Ambalaj Viyolu,47389,100,0.93,0.08,32.41,196.3,327.2,805.44
S-14281,Endüstriyel Ambalaj Viyolu,51756,128,0.89,0.093,15.48,181.7,838.69,639.04
S-14282,Premium Meyve Viyolu,28769,61,0.88,0.091,34.63,237.1,378.36,726.82
S-14283,Premium Meyve Viyolu,66431,76,0.93,0.142,21.42,229.6,592.34,835.06
S-14284,Oluklu Mukavva Kutu,85384,230,0.79,0.145,33.83,202.8,1135.56,1123.64
S-14285,Standart Yumurta Viyolu,55527,49,0.75,0.104,31.99,229.5,462.45,858.5
S-14286,Premium Meyve Viyolu,25538,69,0.79,0.108,21.25,203.1,642.47,551.21
S-14287,Oluklu Mukavva Kutu,73784,262,0.94,0.078,16.03,186.6,1170.92,820.0
S-14288,Premium Meyve Viyolu,32193,69,0.9,0.12,25.35,208.5,461.08,630.28
S-14289,Oluklu Mukavva Kutu,89451,177,0.8,0.068,25.97,220.2,1081.94,1021.9
S-14290,Premium Meyve Viyolu,97350,68,0.96,0.079,28.65,224.8,297.97,1123.86
S-14291,Premium Meyve Viyolu,22579,66,0.83,0.14,25.75,208.8,528.97,549.52
S-14292,Premium Meyve Viyolu,13584,79,0.81,0.141,44.97,226.4,434.99,747.67
S-14293,Standart Yumurta Viyolu,80756,53,0.91,0.089,33.99,216.4,269.46,1051.55
S-14294,Premium Meyve Viyolu,10873,75,0.71,0.121,27.3,222.8,714.0,505.8
S-14295,Standart Yumurta Viyolu,58436,48,0.75,0.123,22.19,208.5,571.52,719.62
S-14296,Oluklu Mukavva Kutu,84863,259,0.92,0.083,33.09,229.5,903.45,1045.99
S-14297,Endüstriyel Ambalaj Viyolu,78274,88,0.8,0.062,31.37,193.6,444.7,967.69
S-14298,Endüstriyel Ambalaj Viyolu,48658,87,0.88,0.123,22.78,230.5,711.09,727.45
S-14299,Standart Yumurta Viyolu,68249,51,0.93,0.102,17.08,199.6,424.73,729.7
S-14300,Endüstriyel Ambalaj Viyolu,44479,85,0.79,0.115,21.31,227.1,912.06,688.96
S-14301,Premium Meyve Viyolu,46497,83,0.72,0.071,40.78,187.3,388.87,867.85
S-14302,Standart Yumurta Viyolu,56362,46,0.78,0.072,32.27,202.4,303.68,833.91
S-14303,Premium Meyve Viyolu,19745,70,0.82,0.123,18.08,217.2,728.87,439.91
S-14304,Premium Meyve Viyolu,76461,70,0.77,0.053,40.43,199.6,323.56,1108.34
S-14305,Oluklu Mukavva Kutu,69436,281,0.87,0.09,23.05,236.0,1724.0,890.25
S-14306,Standart Yumurta Viyolu,51262,45,0.83,0.135,36.41,197.0,259.25,959.45
S-14307,Endüstriyel Ambalaj Viyolu,23164,125,0.7,0.131,18.68,210.6,1411.43,469.44
S-14308,Oluklu Mukavva Kutu,34955,292,0.84,0.15,27.25,190.9,1337.01,690.1
S-14309,Standart Yumurta Viyolu,93164,55,0.73,0.055,15.69,205.9,654.34,902.87
S-14310,Standart Yumurta Viyolu,42232,47,0.94,0.063,42.46,215.3,154.86,836.75
S-14311,Endüstriyel Ambalaj Viyolu,38863,123,0.79,0.123,29.57,187.9,723.79,712.0
S-14312,Premium Meyve Viyolu,44771,75,0.77,0.064,29.98,228.2,508.4,741.24
S-14313,Premium Meyve Viyolu,73505,86,0.95,0.065,33.5,237.3,320.35,982.83
S-14314,Premium Meyve Viyolu,75106,69,0.98,0.149,22.05,220.2,402.44,893.65
S-14315,Premium Meyve Viyolu,36027,80,0.76,0.051,27.36,234.0,599.44,646.4
S-14316,Standart Yumurta Viyolu,77673,48,0.93,0.111,30.42,215.5,262.65,953.49
S-14317,Standart Yumurta Viyolu,66927,46,1.0,0.059,30.58,197.7,149.3,968.85
S-14318,Endüstriyel Ambalaj Viyolu,83103,119,0.87,0.135,26.69,211.0,774.73,957.73
S-14319,Premium Meyve Viyolu,33345,61,0.78,0.051,19.64,239.1,641.11,565.02
S-14320,Endüstriyel Ambalaj Viyolu,44481,119,0.74,0.081,16.13,210.7,1345.34,566.83
S-14321,Endüstriyel Ambalaj Viyolu,92709,117,0.74,0.093,32.94,183.7,562.75,1081.11
S-14322,Premium Meyve Viyolu,93586,71,0.77,0.11,32.66,217.8,504.43,1084.95
S-14323,Endüstriyel Ambalaj Viyolu,79528,122,0.76,0.104,28.83,199.8,779.12,986.6
S-14324,Premium Meyve Viyolu,49334,86,0.99,0.062,38.19,202.1,180.1,858.02
S-14325,Premium Meyve Viyolu,48288,81,1.0,0.149,20.69,217.8,399.31,685.52
S-14326,Endüstriyel Ambalaj Viyolu,74254,130,0.75,0.149,28.58,187.5,854.52,913.02
S-14327,Endüstriyel Ambalaj Viyolu,88360,102,0.85,0.084,28.65,190.0,488.61,1029.56
S-14328,Endüstriyel Ambalaj Viyolu,48720,86,0.97,0.07,37.71,201.0,205.59,881.14
S-14329,Premium Meyve Viyolu,24728,90,0.91,0.134,23.59,194.5,511.78,577.33
S-14330,Oluklu Mukavva Kutu,64997,264,0.89,0.059,33.6,210.8,838.89,915.0
S-14331,Oluklu Mukavva Kutu,42426,258,0.83,0.072,25.6,209.5,1221.4,711.33
S-14332,Standart Yumurta Viyolu,33094,52,0.95,0.082,32.9,196.6,205.37,757.84
S-14333,Oluklu Mukavva Kutu,96587,179,0.87,0.074,22.61,203.0,920.38,982.24
S-14334,Oluklu Mukavva Kutu,62178,182,0.91,0.133,24.98,194.0,846.56,821.53
S-14335,Endüstriyel Ambalaj Viyolu,74117,118,0.91,0.128,15.54,215.7,975.96,828.98
S-14336,Endüstriyel Ambalaj Viyolu,40783,81,0.92,0.093,35.3,211.0,337.73,762.37
S-14337,Oluklu Mukavva Kutu,45117,279,0.92,0.147,26.4,183.9,1015.22,719.05
S-14338,Premium Meyve Viyolu,63609,61,0.95,0.138,30.04,191.2,276.25,858.03
S-14339,Oluklu Mukavva Kutu,44289,231,0.85,0.119,24.16,204.1,1307.73,690.53
S-14340,Endüstriyel Ambalaj Viyolu,61298,108,0.83,0.142,34.25,203.9,614.97,919.99
S-14341,Endüstriyel Ambalaj Viyolu,62255,96,0.7,0.083,43.31,219.2,490.64,1050.97
S-14342,Standart Yumurta Viyolu,45168,52,0.95,0.07,22.45,191.5,279.84,716.62
S-14343,Premium Meyve Viyolu,54543,80,0.99,0.073,15.18,215.9,396.44,687.07
S-14344,Standart Yumurta Viyolu,50437,52,0.72,0.095,23.63,196.5,489.68,698.43
S-14345,Endüstriyel Ambalaj Viyolu,39007,116,0.81,0.081,44.36,236.0,535.69,907.68
S-14346,Premium Meyve Viyolu,80256,66,1.0,0.086,28.36,237.5,238.16,1001.41
S-14347,Standart Yumurta Viyolu,90386,54,0.91,0.071,25.18,193.7,281.2,1036.91
S-14348,Oluklu Mukavva Kutu,26936,288,0.73,0.059,31.68,239.6,1711.41,625.63
S-14349,Standart Yumurta Viyolu,12767,51,0.79,0.08,27.73,198.8,380.6,523.07
S-14350,Standart Yumurta Viyolu,53684,50,0.95,0.061,44.21,221.6,155.06,930.6
S-14351,Standart Yumurta Viyolu,95843,45,0.79,0.065,23.74,214.8,393.65,1072.54
S-14352,Premium Meyve Viyolu,57460,77,0.8,0.097,34.34,225.1,516.54,842.41
S-14353,Premium Meyve Viyolu,30577,86,0.82,0.122,19.94,195.4,796.87,554.02
S-14354,Endüstriyel Ambalaj Viyolu,40059,98,0.87,0.147,18.1,207.6,1010.22,562.6
S-14355,Premium Meyve Viyolu,59005,70,0.94,0.134,35.11,218.5,317.16,944.47
S-14356,Endüstriyel Ambalaj Viyolu,38261,115,0.95,0.142,29.75,223.7,511.81,714.54
S-14357,Premium Meyve Viyolu,11787,61,0.88,0.07,28.73,232.4,350.14,563.5
S-14358,Standart Yumurta Viyolu,79016,46,0.83,0.091,17.6,180.2,427.44,853.31
S-14359,Endüstriyel Ambalaj Viyolu,73556,82,0.83,0.147,39.8,186.5,423.55,1078.52
S-14360,Premium Meyve Viyolu,47105,69,0.91,0.126,28.72,190.6,390.74,755.27
S-14361,Standart Yumurta Viyolu,40147,55,0.88,0.057,16.95,237.9,545.31,565.8
S-14362,Premium Meyve Viyolu,14427,68,0.93,0.091,20.44,208.0,408.44,499.58
S-14363,Standart Yumurta Viyolu,59526,55,0.98,0.078,34.84,186.7,165.52,900.87
S-14364,Endüstriyel Ambalaj Viyolu,27195,127,0.77,0.109,19.6,186.2,1152.32,537.68
S-14365,Oluklu Mukavva Kutu,21130,169,0.73,0.142,21.77,187.2,1362.66,509.07
S-14366,Standart Yumurta Viyolu,76127,51,0.73,0.13,29.87,203.3,454.72,992.29
S-14367,Standart Yumurta Viyolu,11932,53,0.75,0.077,22.17,209.9,533.03,429.07
S-14368,Premium Meyve Viyolu,22524,83,0.9,0.128,36.3,192.3,347.54,673.67
S-14369,Endüstriyel Ambalaj Viyolu,35465,118,0.76,0.058,30.81,199.6,598.23,751.79
S-14370,Oluklu Mukavva Kutu,52431,258,0.99,0.126,16.73,210.5,1295.03,676.82
S-14371,Standart Yumurta Viyolu,49603,49,0.85,0.098,26.04,196.3,339.69,765.59
S-14372,Endüstriyel Ambalaj Viyolu,36563,86,0.72,0.067,40.72,215.2,477.47,865.76
S-14373,Oluklu Mukavva Kutu,95989,297,0.95,0.105,20.31,188.9,1035.3,1029.37
S-14374,Endüstriyel Ambalaj Viyolu,59359,98,0.87,0.1,33.07,181.9,414.45,862.89
S-14375,Endüstriyel Ambalaj Viyolu,22197,94,0.86,0.148,40.06,204.8,425.34,753.19
S-14376,Endüstriyel Ambalaj Viyolu,83530,97,0.82,0.123,33.68,209.1,578.52,1045.5
S-14377,Endüstriyel Ambalaj Viyolu,47279,124,0.78,0.132,33.35,202.4,695.58,908.67
S-14378,Premium Meyve Viyolu,60123,60,0.89,0.097,34.33,198.4,286.66,953.68
S-14379,Endüstriyel Ambalaj Viyolu,61595,103,0.8,0.133,29.62,190.5,644.67,859.28
S-14380,Standart Yumurta Viyolu,69279,48,0.96,0.131,34.67,188.5,181.89,958.74
S-14381,Standart Yumurta Viyolu,62081,48,0.96,0.146,22.24,225.7,347.0,792.68
S-14382,Endüstriyel Ambalaj Viyolu,58473,110,0.86,0.131,23.28,233.8,911.85,777.91
S-14383,Standart Yumurta Viyolu,94255,49,0.75,0.134,27.52,227.8,489.45,1179.51
S-14384,Oluklu Mukavva Kutu,28844,171,0.94,0.092,39.06,186.0,443.68,805.55
S-14385,Standart Yumurta Viyolu,83516,47,0.97,0.072,33.13,206.0,160.55,1049.64
S-14386,Premium Meyve Viyolu,74200,78,0.74,0.134,37.49,202.9,532.91,1065.73
S-14387,Premium Meyve Viyolu,20995,64,0.95,0.087,37.36,205.6,220.57,739.46
S-14388,Endüstriyel Ambalaj Viyolu,90804,110,0.93,0.058,32.7,213.0,414.37,1141.31
S-14389,Premium Meyve Viyolu,17724,84,0.98,0.129,21.59,229.6,492.44,476.23
S-14390,Endüstriyel Ambalaj Viyolu,43033,106,0.96,0.06,40.49,227.9,265.69,886.97
S-14391,Oluklu Mukavva Kutu,54285,188,0.82,0.147,21.05,214.8,1500.26,755.48
S-14392,Standart Yumurta Viyolu,52132,54,1.0,0.1,30.5,182.2,137.89,852.77
S-14393,Endüstriyel Ambalaj Viyolu,10730,97,0.82,0.114,34.86,189.3,509.04,608.01
S-14394,Premium Meyve Viyolu,83716,85,0.83,0.067,24.4,192.7,504.06,921.38
S-14395,Endüstriyel Ambalaj Viyolu,81511,111,0.86,0.057,33.11,239.6,558.65,987.5
S-14396,Oluklu Mukavva Kutu,95460,210,0.75,0.133,38.31,225.3,1133.1,1229.69
S-14397,Oluklu Mukavva Kutu,70472,273,0.92,0.086,35.01,187.3,690.42,957.59
S-14398,Standart Yumurta Viyolu,23768,51,0.79,0.131,29.21,209.1,413.94,659.41
S-14399,Standart Yumurta Viyolu,59241,47,0.81,0.126,38.4,180.9,248.08,947.9
S-14400,Standart Yumurta Viyolu,31245,53,0.81,0.079,35.06,229.7,353.05,704.09
